Age of car,Age of Policy Holder,Type of Fuel,Number of Airbags,Is adjustable staring present,Parking Camera present,Type of brakes in the rear,Engine displacement,Transmission type of the car,Number of gears,Type of power steering,Brake assistant present,is Driver seat height adjustable,day & night rearview mirror is present,speed alert system present,Was the file claimed?,Numnber of other cars in the household,Is the holder a home owner
0,53,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,Yes
0,36,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,35,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,38,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
0,52,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,Yes
4,37,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,Yes
4,56,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,54,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,Yes
0,36,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,1,No
1,37,Petrol,2,Yes,No,Drum,1197,Manual,,Electric,Yes,Yes,Yes,Yes,No,1,Yes
3,37,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,2,No
0,57,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,Yes
3,52,Diesel,2,Yes,No,Drum,1497,Manual,5,Electric,No,No,No,Yes,No,2,No
4,38,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,4,No
0,35,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,No
3,39,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,No
0,43,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,4,Yes
2,45,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,2,No
2,53,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,4,Yes
0,54,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,Yes
0,63,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
1,46,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,3,No
0,48,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,No
1,35,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,0,No
3,49,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,No
5,46,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,Yes
3,41,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,50,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,No
0,53,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,Yes
0,62,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
2,49,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
0,45,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,1,No
2,36,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,3,Yes
3,37,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,2,No
3,50,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,Yes
0,39,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
3,52,Hybrid,2,No,No,Drum,998,Manual,,Power,No,No,No,Yes,No,1,Yes
4,53,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,No
2,46,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,No
1,51,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,No
3,37,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,No
3,46,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,52,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,Yes,4,Yes
0,52,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,No
2,45,Petrol,2,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,3,No
1,56,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,39,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,1,Yes
1,59,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,1,Yes
2,41,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,No
0,51,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,No
7,44,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,Yes
0,48,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
1,40,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,2,No
0,48,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
2,53,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
3,35,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
5,48,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,4,Yes
0,48,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,Yes
3,41,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,1,No
5,35,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,3,Yes
0,54,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,1,No
0,52,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,No
0,35,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
3,41,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,No
4,46,Diesel,2,Yes,No,Drum,1497,Manual,5,Electric,No,No,No,Yes,No,4,No
0,45,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,No
3,35,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,2,Yes
0,39,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
2,37,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,Yes
3,48,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,1,No
5,35,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
2,58,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,Yes
1,64,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,No
0,53,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
4,45,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,No
2,38,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,2,Yes
2,35,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,Yes,4,No
3,48,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,Yes
1,44,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,2,Yes
3,36,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,No
1,65,Diesel,2,Yes,No,Drum,1497,Manual,5,Electric,No,No,No,Yes,No,2,Yes
0,52,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,3,Yes
0,37,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,3,No
6,52,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
3,45,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,No
0,47,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,1,No
0,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
1,39,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,No
1,49,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,1,No
2,46,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,No
1,50,Petrol,2,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,1,Yes
5,64,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,1,No
0,38,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,Yes,2,Yes
1,43,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,2,No
3,50,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,1,No
0,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,No
3,65,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,3,No
0,57,Hybrid,1,No,No,Drum,1196,Manual,5,Manual,No,No,No,Yes,No,2,Yes
0,53,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,3,Yes
3,38,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,No
0,46,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,53,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,No
2,43,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,Yes
2,41,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,No
0,46,Petrol,2,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,4,Yes
2,38,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,No
3,39,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,3,Yes
0,37,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,Yes,4,No
4,39,Diesel,2,Yes,No,Drum,1497,Manual,5,Electric,No,No,No,Yes,No,1,No
2,51,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,Yes
3,52,Diesel,2,Yes,No,Drum,1497,Manual,5,Electric,No,No,No,Yes,No,2,Yes
0,63,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,Yes
0,58,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
0,63,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
1,50,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,2,Yes
5,46,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
0,37,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,No
0,58,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,No
3,38,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,No
0,42,Diesel,2,Yes,No,Drum,1497,Manual,5,Electric,No,No,No,Yes,No,1,No
1,53,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
2,53,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,1,No
0,50,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
0,43,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
3,39,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,Yes
3,50,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,0,Yes
0,48,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
0,38,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,Yes
4,46,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,No
5,41,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,Yes,0,Yes
2,53,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,1,Yes
0,52,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,0,Yes
0,56,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,No
2,38,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,Yes
2,64,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
0,48,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,1,No
3,46,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,1,Yes
0,48,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
3,46,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,0,Yes
0,62,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,Yes
3,56,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,Yes,4,Yes
0,46,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,No
4,48,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,Yes
0,50,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,0,No
2,43,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,4,No
0,43,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,2,No
1,48,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,Yes
4,52,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,No
3,49,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
0,37,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,0,Yes
1,41,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
6,58,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,Yes
3,38,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,No
0,37,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,No
0,53,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,No
1,48,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,1,Yes
0,47,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,Yes
1,54,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
1,42,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,Yes
3,48,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,No
1,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,Yes
4,54,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
2,58,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,No
3,60,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
0,46,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,No
1,45,Hybrid,1,No,No,Drum,1196,Manual,5,Manual,No,No,No,Yes,No,4,No
0,37,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,4,Yes
2,39,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,3,No
0,57,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,Yes,1,Yes
4,49,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,0,No
1,53,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
4,48,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,No
2,53,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,0,Yes
0,49,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,No
3,46,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,3,No
0,35,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,Yes
2,41,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,No
4,40,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,No
2,61,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,Yes
2,47,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,1,Yes
1,58,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,4,No
6,64,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,Yes
5,59,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,Yes
0,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
0,46,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,Yes
0,44,Diesel,2,Yes,No,Drum,1497,Manual,5,Electric,No,No,No,Yes,No,2,No
3,45,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,1,No
0,50,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,4,Yes
0,52,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
3,56,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,Yes
4,36,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,4,Yes
0,56,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,Yes
0,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
3,43,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,Yes
0,62,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,Yes
3,43,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,4,Yes
0,39,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,Yes,0,Yes
0,56,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,No
4,37,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,No
0,39,Petrol,2,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,3,No
0,53,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,3,Yes
6,69,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,Yes,2,No
1,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,Yes
0,49,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,No
0,48,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,Yes
5,36,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
0,51,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,No
3,39,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,4,Yes
1,60,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,No
1,37,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,No
0,48,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,No
1,54,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,No
3,47,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,3,Yes
2,55,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
4,37,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,Yes
0,35,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,1,No
3,46,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
2,35,Petrol,6,Yes,Yes,Drum,1197,Automatic,5,Electric,Yes,Yes,Yes,Yes,No,2,Yes
2,49,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,Yes
2,45,Petrol,2,No,Yes,Drum,1199,Manual,6,Power,Yes,Yes,No,No,No,4,No
0,38,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
1,44,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,Yes,1,No
2,43,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,4,Yes
0,45,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,4,Yes
0,49,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,Yes
0,37,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,No
2,51,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,Yes
5,42,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,0,Yes
0,59,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
0,46,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,Yes
3,41,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,2,Yes
0,50,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
3,50,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,0,Yes
1,50,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,No
3,36,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,2,No
4,45,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,1,Yes
3,42,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,1,Yes
0,44,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,4,No
0,45,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
0,35,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,2,No
0,43,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,3,No
1,45,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,Yes
1,49,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,4,No
0,42,Hybrid,2,No,No,Drum,998,Manual,5,Power,No,No,No,Yes,No,1,Yes
0,42,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,3,Yes
4,48,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,0,Yes
0,45,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
0,43,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,1,No
1,47,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,4,No
2,39,Petrol,2,No,Yes,Drum,999,Automatic,5,Electric,No,No,Yes,Yes,No,3,Yes
0,58,Hybrid,2,No,No,Drum,796,Manual,5,Power,No,No,No,Yes,No,0,No
1,36,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
1,44,Petrol,2,Yes,No,Drum,1197,Manual,5,Electric,Yes,Yes,Yes,Yes,No,0,No
4,49,Diesel,6,Yes,Yes,Disc,1493,Automatic,6,Power,Yes,Yes,No,Yes,No,2,No
1,50,Diesel,2,Yes,Yes,Drum,1498,Manual,5,Electric,No,Yes,Yes,Yes,No,0,Yes
